//TagName	Language	Translation	creation date yyyymmdd	Comments
//  GS ShopBuilder, Copyright (c) 2005 by GS Software AG, Dortmund (www.gs-shopbuilder.com) - Do not remove this copyright notice!			date20020101	
// ©2003 GS ShopBuilder - Droits de traduction réservés pour tous les pays. 			date20020102	
// ©2003 GS ShopBuilder - All Rights Reserved.		All translations rights reserved.	date20020103	
// ©2003 GS ShopBuilder - Todos los Derechos quedan reservados. 	 	Todas los derechos de traducción reservados.	date20020104	
// ©2003 GS ShopBuilder - Alle Rechte vorbehalten.	 	Alle Übersetzungsrechte vorbehalten.	date20020105	
// ©2003 GS ShopBuilder - Alle Rechten Voorbehouden. 	 		date20020106	
// ©2003 GS ShopBuilder - Med ensamrätt.	 	 	date20020107	sv
// ©2003 GS ShopBuilder - Tutti i Diritti Riservati. 	 	Tutti i diritti di traduzione riservati.	date20020108	
// ©2003 GS ShopBuilder - Todos os Direitos Reservados.	 	Todas os direitos de tradução reservados.	date20020109	
// ©2003 GS ShopBuilder - Med eneret.	 	 	date20020110	dk
// BITTE NUR AM ENDE EINFUEGEN !!!			date20020111	
//Estonian, Latvian, Lithuanian		windows 1257	date20020112	
//Romanian	Rom	Ro, osteuropaeische Sprachgruppe	Date20020112a	Oste
//Lithuanian	lth	lt	Date20020112a	
//Latvian	lvi	lv	Date20020112a	
//estonian 	eti	et	Date20020112a	
//croatian	hrv	Croatian	date20020113	
//serbian (latin)	srl	Serbian latin	date20020113	
//serbian (cyrillic)	srb	Serbian cyrillic	date20020113	
//hungarian	hun	Kosár megtekintése	date20020113	
//Czech	csy	Czech	date20020114	
//Slovenian	slv	Slovenian	date20020114	
//Slovak	sky	Slovak	date20020114	
//Swedish	sve	Swedish	date20020114	
//Hongkong	zhh	Traditional	date20020115	
//Macau	zhm	Traditional	date20020115	
//China	chs	Simplified	date20020115	
//Singapore	zhi	Simplified	date20020115	
//Taiwan	cht	Traditional	date20020115	
//Bahasa Indonesia	ind	Indonesia	date20020115	
//Bahasa Melayu	msb	Bruney	date20020115	
//Bahasa Malaysia	msl	Malaysia	date20020115	
//LangTagBasket	ind	Keranjang	date20020115	
//LangTagBasket	msb	Keranjang	date20020115	
//LangTagBasket	msl	Keranjang	date20020115	
//			date20020115	
//important notice !!!	eng	Lines begining with LangTagFN... MUST NOT contain blanks or special characters.Please use ONLY a-z, A_Z, 0-9 or _ (underscore).	date20020508	
//LangTagCookie	deu	Für unser Login sind Cookies erforderlich. Bitte aktivieren Sie Cookies in Ihren Browserseinstellungen	date20050869	
//LangTagCookie	eng	Please activate Cookies in your browser settings.	date20050869	
//LangTagFinancialInstitution	deu	Geldinstitut	date20030301	
//LangTagFinancialInstitution	eng	Financial Institution	date20030301	
//LangTagTextQuantity	deu	Menge	date20030301	
//LangTagTextQuantity	eng	Quantity	date20030301	
//LangTagTextSaveData	deu	Eingegebene Formulardaten speichern.<br />(Die Daten werden als Cookie abgespeichert.)	date20030301	Tabellenüberschrift buy3.htm
//LangTagTextSaveData	eng	Save the formular data.(Data are saved in a cookie)	date20030301	
//TagName	Language	Translation	creation date yyyymmdd	Comments
//wichtige Bemerkung !!!	deu	Zeilen, die mit LangTagFN... beginnen, duerfen keine Leerzeichen und keine Sonderzeichen enthalten, Nur a-z, A-Z, 0-9 und _ verwenden !!	date20030508	
LangTagFieldShortVat	rom	TVA	date20090213
LangTagFieldState	deu	Land	date20030301
LangTagFieldState	eng	Country/State	date20030301
LangTagFieldState	rom	Tara	date20090213
LangTagFieldTellMessage	deu	Weitere Nachricht?	date20041209
LangTagFieldTellMessage	eng	Your message	date20041209
LangTagFieldTellMessage	rom	Inca un mesaj?	date20090213
LangTagFieldTextUnitPrice	deu	Einzelpreis	date20051103
LangTagFieldTextUnitPrice	eng	UnitPrice	date20051103
LangTagFieldTextUnitPrice	rom	Pret unitar	date20090213
LangTagFieldTotalAmount	deu	Rechnungsbetrag	date20051103
LangTagFieldTotalAmount	eng	Invoice_total	date20051103
LangTagFieldTotalAmount	rom	Valoarea facturii	date20090213
LangTagFieldTotalPrice	deu	Gesamtpreis	date20051103
LangTagFieldTotalPrice	eng	TotalPrice	date20051103
LangTagFieldTotalPrice	rom	Valoarea totala	date20090213
LangTagFieldTrackOrder	deu	Sendung verfolgen	date20061116
LangTagFieldTrackOrder	eng	track order	date20061116
LangTagFieldTrackOrder	rom	Urmareste livrarea	date20090213
LangTagFieldValue	deu	Wert	date20060111
LangTagFieldValue	eng	Value	date20060111
LangTagFieldValue	rom	Valoare	date20090213
LangTagFieldZipCode	deu	PLZ	date20030301
LangTagFieldZipCode	eng	Postcode/Zipcode	date20030301
LangTagFieldZipCode	rom	Cod postal	date20090213
LangTagFieldZipCodeCity	deu	PLZ/Ort	date20051024
LangTagFieldZipCodeCity	eng	Zip code/City	date20051024
LangTagFieldZipCodeCity	rom	Cod postal/Localitate	date20090213
LangTagFinalAmount	deu	Endbetrag	date20060418
LangTagFinalAmount	eng	Final amount	date20060418
LangTagFinalAmount	rom	Valoarea totala	date20090213
LangTagFinancialInstitution	deu	Geldinstitut	date20051102
LangTagFinancialInstitution	eng	Financial institution	date20051102
LangTagFinancialInstitution	rom	Banca	date20090213
LangTagFindCheaper	deu	Billiger gesehen	date20061123
LangTagFindCheaper	eng	Find cheaper	date20061123
LangTagFindCheaper	rom	Gaseste mai ieftin	date20090213
LangTagFNAccountHolder	deu	Kontoinhaber	date20030509
LangTagFNAccountHolder	eng	AccountHolder	date20030509
LangTagFNAccountHolder	rom	Numele posesorului de cont	date20090213
LangTagFNAccountNumber	deu	Kontonummer	date20030509
LangTagFNAccountNumber	eng	AccountNumber	date20030509
LangTagFNAccountNumber	rom	Numarul contului	date20090213
LangTagFNBankCodeNumber	deu	BLZ	date20030509
LangTagFNBankCodeNumber	eng	BankCode	date20030509
LangTagFNBankCodeNumber	rom	Codul SWIFT al bancii	date20090213
LangTagFNCreditCard	deu	Kreditinstitut	date20030509
LangTagFNCreditCard	eng	CreditCardType	date20030509
LangTagFNCreditCard	rom	Tipul cartii de credit	date20090213
LangTagFNCreditCardHolder	deu	Kreditkarteninhaber	date20030509
LangTagFNCreditCardHolder	eng	CreditCardHolder	date20030509
LangTagFNCreditCardHolder	rom	Proprietarul cartii de credit	date20090213
LangTagFNCreditCardNumber	deu	Kreditkartennummer	date20030509
LangTagFNCreditCardNumber	eng	CreditCardNumber	date20030509
LangTagFNCreditCardNumber	rom	Numarul cartii de credit	date20090213
LangTagFNFieldAddress	deu	Strasse	date20030509
LangTagFNFieldAddress	eng	Address	date20030509
LangTagFNFieldAddress	rom	Adresa	date20090213
LangTagFNFieldAddress2	deu	Adressenzusatz	date20030509
LangTagFNFieldAddress2	eng	Second_Line	date20030509
LangTagFNFieldAddress2	rom	Adresa (linia 2)	date20090213
LangTagFNFieldAvail	deu	Verfügbarkeit	date20060526
LangTagFNFieldAvail	eng	Availability	date20060526
LangTagFNFieldAvail	rom	Disponibilitate	date20090213
LangTagFNFieldBuy2Message	deu	Nachricht	date20041209
LangTagFNFieldBuy2Message	eng	Message	date20041209
LangTagFNFieldBuy2Message	rom	Mesaj	date20090213
LangTagFNFieldCashDiscountPercent	deu	Skonto	date20041213
LangTagFNFieldCashDiscountPercent	eng	Discount	date20041213
LangTagFNFieldCashDiscountPercent	rom	Reducere de pret	date20090213
LangTagFNFieldCity	deu	Ort	date20030509
LangTagFNFieldCity	eng	Town_City	date20030509
LangTagFNFieldCity	rom	Localitatea	date20090213
LangTagFNFieldCompany	deu	Firma	date20030509
LangTagFNFieldCompany	eng	Company	date20030509
LangTagFNFieldCompany	rom	Firma	date20090213
LangTagFNFieldCustomerNR	deu	KundenNr	date20040130
LangTagFNFieldCustomerNR	eng	CustomerNo	date20040130
LangTagFNFieldCustomerNR	rom	Cod client	date20090213
LangTagFNFieldDelivery	deu	Versandart	date20041213
LangTagFNFieldDelivery	eng	DeliveryMode	date20041213
LangTagFNFieldDelivery	rom	Modalitatea de expediere	date20090213
LangTagFNFieldEmail	deu	Email	date20030509
LangTagFNFieldEmail	eng	Email	date20030509
LangTagFNFieldEmail	rom	Email	date20090213
LangTagFNFieldEmailFormat	deu	EmailFormat	date20041209
LangTagFNFieldEmailFormat	eng	EmailFormat	date20041209
LangTagFNFieldEmailFormat	rom	Formatul E-Mail-ului	date20090213
LangTagFNFieldFax	deu	Fax	date20030509
LangTagFNFieldFax	eng	Fax	date20030509
LangTagFNFieldFax	rom	Fax	date20090213
LangTagFNFieldFirmVATId	deu	UstID	date20041221
LangTagFNFieldFirmVATId	eng	TaxNumber	date20041221
LangTagFNFieldFirmVATId	rom	TaxNumber	date20090213
LangTagFNFieldFirstName	deu	Vorname	date20030509
LangTagFNFieldFirstName	eng	FirstName	date20030509
LangTagFNFieldFirstName	rom	Prenume	date20090213
LangTagFNFieldFirstNameSender	deu	AbsenderVorname	date20040128
LangTagFNFieldFirstNameSender	eng	FirstNameSender	date20040128
LangTagFNFieldFirstNameSender	rom	Pronumele expeditorului	date20090213
LangTagFNFieldFormToAddress	deu	Anrede	date20030509
LangTagFNFieldFormToAddress	eng	Title	date20030509
LangTagFNFieldFormToAddress	rom	Titulatura	date20090213
LangTagFNFieldImage	deu	Bild	date20051025
LangTagFNFieldImage	eng	Image	date20051025
LangTagFNFieldImage	rom	Imagine	date20090213
LangTagFNFieldLastName	deu	Nachname	date20030509
LangTagFNFieldLastName	eng	LastName	date20030509
LangTagFNFieldLastName	rom	Prenume	date20090213
LangTagFNFieldLastNameSender	deu	AbsenderNachname	date20040128
LangTagFNFieldLastNameSender	eng	LastNameSender	date20040128
LangTagFNFieldLastNameSender	rom	Numele expeditorului	date20090213
LangTagFNFieldLocDiscount	deu	Rabatt	date20041213
LangTagFNFieldLocDiscount	eng	Discount	date20041213
LangTagFNFieldLocDiscount	rom	Reducere de pret	date20090213
LangTagFNFieldLocTotal	deu	Summe	date20041213
LangTagFNFieldLocTotal	eng	OrderTotal	date20041213
LangTagFNFieldLocTotal	rom	Valoarea totala	date20090213
LangTagFNFieldLongVat	deu	MwSt	date20041213
LangTagFNFieldLongVat	eng	VAT	date20041213
LangTagFNFieldLongVat	rom	TVA	date20090213
LangTagFNFieldMessage	deu	Nachricht	date20040128
LangTagFNFieldMessage	eng	Message	date20040128
LangTagFNFieldMessage	rom	Mesaj	date20090213
LangTagFNFieldPayment	deu	Zahlungsart	date20041213
LangTagFNFieldPayment	eng	Payment	date20041213
LangTagFNFieldPayment	rom	Modalitatea de plata	date20090213
LangTagFNFieldPaymentCharge	deu	Gebühr	date20041213
LangTagFNFieldPaymentCharge	eng	Charge	date20041213
LangTagFNFieldPaymentCharge	rom	Valoarea taxelor	date20090213
LangTagFNFieldPhone	deu	Telefon	date20030509
LangTagFNFieldPhone	eng	Phone	date20030509
LangTagFNFieldPhone	rom	Telefon	date20090213
LangTagFNFieldPID	deu	Auftragsnummer	date20041213
LangTagFNFieldPID	eng	Ordernumber	date20041213
LangTagFNFieldPID	rom	Numarul comenzii	date20090213
LangTagFNFieldPostage	deu	Versandkosten	date20041213
LangTagFNFieldPostage	eng	DeliveryCharges	date20041213
LangTagFNFieldPostage	rom	Costuri de expediere	date20090213
LangTagFNFieldQuantity	deu	Menge	date20041213
LangTagFNFieldQuantity	eng	Quantity	date20041213
LangTagFNFieldQuantity	rom	Cantitate	date20090213
LangTagFNFieldSender	deu	Absender	date20041213
LangTagFNFieldSender	eng	Sender	date20041213
LangTagFNFieldSender	rom	Expeditor	date20090213
LangTagFNFieldShippingAddress	deu	Abweichende_Lieferadresse	date20030509
LangTagFNFieldShippingAddress	eng	DeliveryAddress	date20030509
LangTagFNFieldShippingAddress	rom	Adresa alternativa de livrare	date20090213
LangTagFNFieldShippingAddress2	deu	LieferAdressenZusatz	date20041202
LangTagFNFieldShippingAddress2	eng	ShippingAddress2_	date20041202
LangTagFNFieldShippingAddress2	rom	Adresa de livrare (linia 2)	date20090213
LangTagFNFieldShippingAddressArea	deu	Versandgebiet	date20041213
LangTagFNFieldShippingAddressArea	eng	ShippingTo	date20041213
LangTagFNFieldShippingAddressArea	rom	Adresa de livrare	date20090213
LangTagFNFieldShippingCity	deu	LieferStadt	date20040325
LangTagFNFieldShippingCity	eng	DeliveryCity	date20040325
LangTagFNFieldShippingCity	rom	Localitatea in care se face livrarea	date20090213
LangTagFNFieldShippingCompany	deu	Lieferfirma	date20041202
LangTagFNFieldShippingCompany	eng	ShippingCompany	date20041202
LangTagFNFieldShippingCompany	rom	Numele firmei unde se face livrarea	date20090213
LangTagFNFieldShippingFax	deu	Lieferfax	date20041202
LangTagFNFieldShippingFax	eng	ShippingFax	date20041202
LangTagFNFieldShippingFax	rom	Taxe de expediere	date20090213
LangTagFNFieldShippingFirstName	deu	LieferVorname	date20040325
LangTagFNFieldShippingFirstName	eng	DeliveryFirstName	date20040325
LangTagFNFieldShippingFirstName	rom	Prenumele adresantului	date20090213
LangTagFNFieldShippingFormToAddress	deu	LieferAnrede	date20041209
LangTagFNFieldShippingFormToAddress	eng	ShippingFormToAddress	date20041209
LangTagFNFieldShippingFormToAddress	rom	ShippingFormToAddress	date20090213
LangTagFNFieldShippingLastName	deu	LieferNachname	date20040325
LangTagFNFieldShippingLastName	eng	DeliveryLastName	date20040325
LangTagFNFieldShippingLastName	rom	Numele adresantului	date20090213
LangTagFNFieldShippingState	deu	Lieferland	date20041202
LangTagFNFieldShippingState	eng	ShippingState	date20041202
LangTagFNFieldShippingState	rom	Tara in care se face expedierea	date20090213
LangTagFNFieldShippingStreet	deu	LieferStrasse	date20040325
LangTagFNFieldShippingStreet	eng	DeliveryAddress	date20040325
LangTagFNFieldShippingStreet	rom	Adresa de livrare	date20090213
LangTagFNFieldShippingTelefon	deu	LieferTelefon	date20041202
LangTagFNFieldShippingTelefon	eng	ShippingTelefon	date20041202
LangTagFNFieldShippingTelefon	rom	Telefon	date20090213
LangTagFNFieldShippingZipCode	deu	LieferPLZ	date20040325
LangTagFNFieldShippingZipCode	eng	DeliveryPostcode_Zipcode	date20040325
LangTagFNFieldShippingZipCode	rom	Cod posta livrare	date20090213
LangTagFNFieldShopURL	deu	Onlineshop	date20060126
LangTagFNFieldShopURL	eng	Onlineshop	date20060126
LangTagFNFieldShopURL	rom	Onlineshop	date20090213
LangTagFNFieldShortVat	deu	MwSt	date20041213
LangTagFNFieldShortVat	eng	VAT	date20041213
LangTagFNFieldShortVat	rom	TVA	date20090213
LangTagFNFieldState	deu	Land	date20030509
LangTagFNFieldState	eng	Country_State	date20030509
LangTagFNFieldState	rom	Tara	date20090213
LangTagFNFieldSubTotal	deu	Zwischensumme	date20050106
LangTagFNFieldSubTotal	eng	Subtotal	date20050106
LangTagFNFieldSubTotal	rom	Total partial	date20090213
LangTagFNFieldTextItem	deu	Artikel	date20041213
LangTagFNFieldTextItem	eng	Items	date20041213
LangTagFNFieldTextItem	rom	Articol	date20090213
LangTagFNFieldTextUnitPrice	deu	Einzelpreis	date20041213
LangTagFNFieldTextUnitPrice	eng	UnitPrice	date20041213
LangTagFNFieldTextUnitPrice	rom	Pret unitar	date20090213
LangTagFNFieldTotalAmount	deu	Rechnungsbetrag	date20040129
LangTagFNFieldTotalAmount	eng	Invoice_total	date20040129
LangTagFNFieldTotalAmount	rom	Valoare factura	date20090213
LangTagFNFieldTotalPrice	deu	Gesamtpreis	date20041213
LangTagFNFieldTotalPrice	eng	TotalPrice	date20041213
LangTagFNFieldTotalPrice	rom	Pret total	date20090213
LangTagFNFieldValue	deu	Wert	date20051012
LangTagFNFieldValue	eng	value	date20051012
LangTagFNFieldValue	rom	Valoare	date20090213
LangTagFNFieldVat	deu	MwSt	date20060526
LangTagFNFieldVat	eng	VAT	date20060526
LangTagFNFieldVat	rom	TVA	date20090213
LangTagFNFieldZipCode	deu	PLZ	date20030509
LangTagFNFieldZipCode	eng	Postcode_Zipcode	date20030509
LangTagFNFieldZipCode	rom	Cod postal	date20090213
LangTagFNFinancialInstitution	deu	Geldinstitut	date20030509
LangTagFNFinancialInstitution	eng	FinancialInstitution	date20030509
LangTagFNFinancialInstitution	rom	Banca emitenta	date20090213
LangTagFNIclearDiscount	deu	Rabatt	date20040326
LangTagFNIclearDiscount	eng	Discount	date20040326
LangTagFNIclearDiscount	rom	Discount	date20090213
LangTagFNIclearPostage	deu	Versandkosten	date20040326
LangTagFNIclearPostage	eng	DeliveryCharges	date20040326
LangTagFNIclearPostage	rom	DeliveryCharges	date20090213
LangTagFNIssueNumber	deu	Pruefnummer	date20030509
LangTagFNIssueNumber	eng	IssueNumber_SwitchSolo	date20030509
LangTagFNIssueNumber	rom	Numar de control	date20090213
LangTagFNMonthExpirationDate	deu	GueltigkeitMonat	date20030509
LangTagFNMonthExpirationDate	eng	ExpirationDateMonth	date20030509
LangTagFNMonthExpirationDate	rom	ExpiraLuna	date20090213
LangTagFNSecurityCode	deu	ZweitePruefnummer	date20030509
LangTagFNSecurityCode	eng	SecurityCode	date20030509
LangTagFNSecurityCode	rom	Numar de control	date20090213
LangTagFNSubTotal	deu	Zwischensumme	date20050106
LangTagFNSubTotal	eng	Subtotal	date20050106
LangTagFNSubTotal	rom	Total partial	date20090213
LangTagFNTermsAndCond	deu	AGB	date20030514
LangTagFNTermsAndCond	eng	Conditions	date20030514
LangTagFNTermsAndCond	rom	Termeni de utilizare	date20090213
LangTagFNTotalAmount	deu	Rechnungsbetrag	date20040129
LangTagFNTotalAmount	eng	Invoice_total	date20040129
LangTagFNTotalAmount	rom	Valoare factura	date20090213
LangTagFNYearExpirationDate	deu	GueltigkeitJahr	date20030509
LangTagFNYearExpirationDate	eng	ExpirationDateYear	date20030509
LangTagFNYearExpirationDate	rom	ExpiraAnul	date20090213
LangTagFormat	deu	Format	date20080118
LangTagFormat	eng	Format	date20080118
LangTagFormat	rom	Format	date20090213
LangTagFrom	deu	ab	date20040201
LangTagFrom	eng	min.	date20040201
LangTagFrom	rom	min.	date20090213
LangTagFromAmount	deu	ab Warenwert	date20061122
LangTagFromAmount	eng	from amount	date20061122
LangTagFromAmount	rom	De la o valoare de	date20090213
LangTagFromNew	deu	ab	date20050601
LangTagFromNew	eng	from	date20050601
LangTagFromNew	rom	incepand de la	date20090213
LangTagFromPrice	deu	von	date20051013
LangTagFromPrice	eng	from	date20051013
LangTagFromPrice	rom	De la	date20090213
LangTagFunktionDisabled	deu	Diese Funktion ist deaktiviert	date20061110
LangTagFunktionDisabled	eng	This funktion is disabled	date20061110
LangTagFunktionDisabled	rom	Aceasta functie este dezactivata	date20090213
LangTagGallery	deu	Galerie	date20050601
LangTagGallery	eng	Gallery	date20050601
LangTagGallery	rom	Galerie	date20090213
LangTagGSearch	deu	Suchen	date20060116
LangTagGSearch	eng	Search	date20060116
LangTagGSearch	rom	Cauta	date20090213
LangTagGuestbook	deu	"G&#228;stebuch"	date20030922
LangTagGuestbook	eng	Guestbook	date20030922
LangTagGuestbook	rom	Guestbook	date20090213
LangTagHeadOrderData	deu	Bestelldaten	date20030301
LangTagHeadOrderData	eng	Order data	date20030301
LangTagHeadOrderData	rom	Date de comanda	date20090213	
LangTagHello	deu	Hallo	date20040128	
LangTagHello	eng	Hello	date20040128	
LangTagHello	rom	Hello	date20090213	
LangTagHome	deu	Home	date20030225	LinkMenü/Tabellenüberschrift
LangTagHome	eng	Home	date20030226	
LangTagHome	rom	Home	date20090213	
LangTagHonor	deu	einlösen	date20051012	
LangTagHonor	eng	honor	date20051012	
LangTagHonor	rom	onoreaza	date20090213	
LangTagHonorCoupon	deu	Gutschein einlösen	date20051012	
LangTagHonorCoupon	eng	honor coupon	date20051012	
LangTagHonorCoupon	rom	Onoreaza cuponul	date20090213	
LangTagIclearDiscount	deu	Rabatt	date20040326	
LangTagIclearDiscount	eng	Discount	date20040326	
LangTagIclearDiscount	rom	Discount	date20090213	
LangTagIclearPostage	deu	Versandkosten	date20040326	
LangTagIclearPostage	eng	Delivery charges	date20040326	
LangTagIclearPostage	rom	Taxe postale	date20090213	
LangTagImprint	deu	Impressum	date20030216	LinkMenü/Tabellenüberschrift
LangTagImprint	eng	Imprint	date20030217	
LangTagImprint	rom	Imprint	date20090213	
LangTagIncluded	deu	inkl.	date20040213	
LangTagIncluded	eng	incl.	date20040213	
LangTagIncluded	rom	incl.	date20090213	
LangTagInclusiveVatAndExcludingDelivery	deu	inkl. MwSt. zzgl. Versandkosten	date20051003	
LangTagInclusiveVatAndExcludingDelivery	eng	inc. VAT and excluding delivery	date20051003	
LangTagInclusiveVatAndExcludingDelivery	rom	inclusiv TVA si exclusiv taxe postale.	date20090213	
LangTagInfo	deu	Info	date20030210	LinkMenü/Tabellenüberschrift
LangTagInfo	eng	Info	date20030211	
LangTagInfo	rom	Info	date20090213	
LangTagInfoPage	deu	Info	date20041207	LinkMenü/Tabellenüberschrift
LangTagInfoPage	eng	Info	date20041207	
LangTagInfoPage	rom	Info	date20090213	
LangTagInfoTitleNews	deu	News	date20041207	LinkMenü/Tabellenüberschrift
LangTagInfoTitleNews	eng	News	date20041207	
LangTagInfoTitleNews	rom	News	date20090213	
LangTagISBN	deu	ISBN	date20051230	
LangTagISBN	eng	ISBN	date20051230	
LangTagISBN	rom	ISBN	date20090213	
LangTagISO2Lang	deu	de	date20030201	LinkMenü/Tabellenüberschrift
LangTagISO2Lang	eng	en	date20030201	
LangTagISO2Lang	rom	ro	date20090213	
LangTagISO3Lang	deu	DEU	date20030201	LinkMenü/Tabellenüberschrift
LangTagISO3Lang	eng	ENG	date20030201	
LangTagISO3Lang	rom	ROM	date20090213	
LangTagISO5Lang	deu	de-de	date20030201	LinkMenü/Tabellenüberschrift
LangTagISO5Lang	eng	en-gb	date20030201	
LangTagISO5Lang	rom	ro-ro	date20090213
LangTagIssueNumber	deu	Prüfnummer	date20030315
LangTagIssueNumber	eng	Issue Number<br />(Switch/Solo only)	date20030315
LangTagIssueNumber	rom	Numar de control<br />(Switch/Solo only)	date20090213
LangTagItemData	deu	Artikelbezogene Daten	date20030509
LangTagItemData	eng	Item Data	date20030509
LangTagItemData	rom	Date legate de articol	date20090213
LangTagItemDescriptionKeyword	deu	Artikelbeschreibung/Stichwort	date20051013
LangTagItemDescriptionKeyword	eng	Item Description/Keyword	date20051013
LangTagItemDescriptionKeyword	rom	Descrierea articolului/Cuvant cheie	date20090213
LangTagItemNumber	deu	ArtikelNr.	date20040302
LangTagItemNumber	eng	ProductNo	date20040302
LangTagItemNumber	rom	Cod produs	date20090213
LangTagItemNumberLong	deu	Artikelnummer	date20060905
LangTagItemNumberLong	eng	Artikelnummer	date20060905
LangTagItemNumberLong	rom	Numarul articolului	date20090213
LangTagItemUnit	deu	Einh.	date20050601
LangTagItemUnit	eng	Pck.	date20050601
LangTagItemUnit	rom	Unitati	date20090213
LangTagLastItem	deu	Artikel	date20050310
LangTagLastItem	eng	Item	date20050310
LangTagLastItem	rom	Articol	date20090213
LangTagLastItem1	deu	Artikel	date20050310
LangTagLastItem1	eng	Item	date20050310
LangTagLastItem1	rom	Articol	date20090213
LangTagLastItemPrice	deu	Preis	date20050310
LangTagLastItemPrice	eng	Price	date20050310
LangTagLastItemPrice	rom	Pret	date20090213
LangTagLastViewedItem	deu	Angesehene Artikel	date20050310
LangTagLastViewedItem	eng	Last viewed items	date20050310
LangTagLastViewedItem	rom	Articole vazute deja	date20090213
LangTagLinks	deu	Links	date20050601
LangTagLinks	eng	Links	date20050601
LangTagLinks	rom	Links	date20090213
LangTagLogout	deu	Logout	date20050412
LangTagLogout	eng	Logout	date20050412
LangTagLogout	rom	Logout	date20090213
LangTagMailingGroup	deu	Gruppe	date20080813
LangTagMailingGroup	eng	Group	date20080813
LangTagMailingGroup	rom	Grupa	date20090213
LangTagManufacturer	deu	Hersteller	date20050114
LangTagManufacturer	eng	Manufacturer	date20050114
LangTagManufacturer	rom	Producator	date20090213
LangTagManufacturerNo	deu	Herstellernummer	date20051020
LangTagManufacturerNo	eng	Manufacturer No.	date20051020
LangTagManufacturerNo	rom	Numarul producatorului	date20090213
LangTagManufacturerProductCode	deu	Herstellernummer	date20051230
LangTagManufacturerProductCode	eng	Manufacturer	date20051230
LangTagManufacturerProductCode	rom	Cod producator	date20090213
LangTagMatches	deu	Treffer	date20060926
LangTagMatches	eng	matches	date20060926
LangTagMatches	rom	gasit	date20090213
LangTagMonth	deu	Monat	date20030301
LangTagMonth	eng	Month	date20030301
LangTagMonth	rom	Luna	date20090213
LangTagMonthExpirationDate	deu	Monat der Gültigkeit Ihrer Kreditkarte	date20030301
LangTagMonthExpirationDate	eng	Month of the Expiration Date	date20030301
LangTagMonthExpirationDate	rom	Luna in care expira valabilitatea cartii de credit	date20090213
LangTagMoveToWishList	deu	auf meine Wunschliste	date20060921
LangTagMoveToWishList	eng	to my wish list	date20060921
LangTagMoveToWishList	rom	In Lista mea de preferinte	date20090213
LangTagMr	deu	Herr	date20041209
LangTagMr	eng	Mr	date20041209
LangTagMr	rom	Domnul	date20090213
LangTagMrs	deu	Frau	date20041209
LangTagMrs	eng	Mrs	date20041209
LangTagMrs	rom	Doamna	date20090213
LangTagMsgChangePasswordEmptyPasswordError	deu	Das Passwort sollte mindestens 6 Zeichen enthalten.	date20050116
LangTagMsgChangePasswordEmptyPasswordError	eng	Password too short (min. 6 characters).	date20050116
LangTagMsgChangePasswordEmptyPasswordError	rom	Parola este prea scurta (minim 6 caractere)	date20090213
LangTagMsgChangePasswordNotFoundError	deu	Passwort nicht gefunden.	date20050116
LangTagMsgChangePasswordNotFoundError	eng	Password not found.	date20050116
LangTagMsgChangePasswordNotFoundError	rom	Parola nu a fost gasita.	date20090213
LangTagMsgChangePasswordRepetitionError	deu	Falsches Passwort.	date20050116
LangTagMsgChangePasswordRepetitionError	eng	Wrong password.	date20050116
LangTagMsgChangePasswordRepetitionError	rom	Parola incorecta.	date20090213
LangTagMsgChangePasswordSuccess	deu	Passwort ist geändert.	date20050116
LangTagMsgChangePasswordSuccess	eng	Password was changed.	date20050116
LangTagMsgChangePasswordSuccess	rom	Parola a fost schimbata.	date20090213
LangTagMsgChangePasswordUpdateError	deu	Fehler beim Ändern.	date20050116
LangTagMsgChangePasswordUpdateError	eng	Password update error.	date20050116	
LangTagMsgChangePasswordUpdateError	rom	Eroare la actualizarea parolei.	date20090213	
LangTagName	deu	Name	date20041215	
LangTagName	eng	Name	date20041215	
LangTagName	rom	Nume	date20090213	
LangTagNameOrEmail	deu	Name oder E-Mail-Adresse	date20060921	
LangTagNameOrEmail	eng	Name or E-Mail-Address	date20060921	
LangTagNameOrEmail	rom	Numele sau adresa E-Mail	date20090213	
LangTagNews	deu	News	date20030301	Tabellenüberschrift
LangTagNews	eng	News	date20030301	
LangTagNews	rom	Noutati	date20090213	
LangTagNewsletter	deu	Newsletter	date20060104	
LangTagNewsletter	eng	Newsletter	date20060104	
LangTagNewsletter	rom	Newsletter	date20090213	
LangTagNewsletterInfoText	deu	Die mit einem * gekennzeichneten Felder müssen ausgefüllt werden!<br /><br />Die Weitergabe Ihrer eMail-Adresse und der von uns ermittelten Daten<br />dienen ausschließlich internen Zwecken und werden an unberechtigte Dritte<br />grundsätzlich nicht weitergegeben.	date20060104	
LangTagNewsletterInfoText	eng	The fields with * have to be filled in!<br /><br />You can find more information about how we process<br />personal information in our terms and conditions.	date20060104	
LangTagNewsletterInfoText	rom	Campurile marcate cu * trebuie completate!<br /><br />Mai multe detalii despre modul in care procesam aceste informatii veti <br /> gasi in Termenii si Conditiile de utilizare ale acestui site.	date20090213
LangTagNewsletterText	deu	Möchten Sie über Neuerungen, Angebote und Aktionen rund um unsere Produkte informiert sein, können Sie sich gern in unserem Newsletter-Dienst mit Ihrer Email-Adresse eintragen	date20060104
