//Key	Language	Translation	creation date yyyymmdd
L_importcontrolbtnOKCaption	eng	OK	date20030218
L_importcontrolbtnOKCaption	plk	OK	date20030218
L_importcontrolbtnOKCaption	spa	OK	date20030218
L_importcontrolCaption	deu	Datenimport	date20030218
L_importcontrolCaption	eng	Data import	date20030218
L_importcontrolCaption	plk	Datenimport	date20030218
L_importcontrolCaption	spa	Importación de datos	date20030218
L_importcontrolLabel1Caption	deu	Label1	date20030218
L_importcontrolLabel1Caption	eng	Label1	date20030218
L_importcontrolLabel1Caption	plk	Label1	date20030218
L_importcontrolLabel1Caption	spa	Label1	date20030218
L_ImportFormbtnCancelCaption	deu	Abbrechen	date20030218
L_ImportFormbtnCancelCaption	eng	Cancel	date20030218
L_ImportFormbtnCancelCaption	plk	Abbrechen	date20030218
L_ImportFormbtnCancelCaption	spa	Cancelar	date20030218
L_ImportFormbtnHilfeCaption	deu	&Hilfe	date20030218
L_ImportFormbtnHilfeCaption	eng	&Help	date20030218
L_ImportFormbtnHilfeCaption	plk	&Hilfe	date20030218
L_ImportFormbtnHilfeCaption	spa	&Ayudar	date20030218
L_ImportFormbtnImportCaption	deu	&Import	date20030218
L_ImportFormbtnImportCaption	eng	&Import	date20030218
L_ImportFormbtnImportCaption	plk	&Import	date20030218
L_ImportFormbtnImportCaption	spa	&Importación	date20030218
L_ImportFormbtnMeldungenCaption	deu	Meldungen	date20030218
L_ImportFormbtnMeldungenCaption	eng	Messages	date20030218
L_ImportFormbtnMeldungenCaption	plk	Meldungen	date20030218
L_ImportFormbtnMeldungenCaption	spa	Noticias	date20030218
L_ImportFormbtnOpenConfCaption	deu	Konf. laden	date20030218
L_ImportFormbtnOpenConfCaption	eng	Load conf. 	date20030218
L_ImportFormbtnOpenConfCaption	plk	Konf. laden	date20030218
L_ImportFormbtnOpenConfCaption	spa	Abrir conf.	date20030218
L_ImportFormbtnOpenConfHint	deu	Load Conf.	date20030218
L_ImportFormbtnOpenConfHint	eng	Load conf.	date20030218
L_ImportFormbtnOpenConfHint	plk	Load Conf.	date20030218
L_ImportFormbtnOpenConfHint	spa	Load conf.	date20030218
L_ImportFormbtnSaveConfigCaption	deu	Konf. sichern	date20030218
L_ImportFormbtnSaveConfigCaption	eng	Back up conf. 	date20030218
L_ImportFormbtnSaveConfigCaption	plk	Konf. sichern	date20030218
L_ImportFormbtnSaveConfigCaption	spa	Copia de seguridad de conf. 	date20030218
L_ImportFormbtnSaveConfigHint	deu	Konf. Speichern	date20030218
L_ImportFormbtnSaveConfigHint	eng	Save conf.	date20030218
L_ImportFormbtnSaveConfigHint	plk	Konf. Speichern	date20030218
L_ImportFormbtnSaveConfigHint	spa	Guardar conf.	date20030218
L_ImportFormCaption	deu	Datenimport	date20030218
L_ImportFormCaption	eng	Data import	date20030218
L_ImportFormCaption	plk	Datenimport	date20030218
L_ImportFormCaption	spa	Importación de datos	date20030218
L_ImportFormgrbxOptionenCaption	deu	existierende Produkte	date20030218
L_ImportFormgrbxOptionenCaption	eng	Existing products	date20030218
L_ImportFormgrbxOptionenCaption	plk	existierende Produkte	date20030218
L_ImportFormgrbxOptionenCaption	spa	Productos existentes 	date20030218
L_ImportFormgrbxOptionenrbIgnoreCaption	deu	&Ignorieren	date20030218
L_ImportFormgrbxOptionenrbIgnoreCaption	eng	&Ignore	date20030218
L_ImportFormgrbxOptionenrbIgnoreCaption	plk	&Ignorieren	date20030218
L_ImportFormgrbxOptionenrbIgnoreCaption	spa	&No hacer caso de	date20030218
L_ImportFormgrbxOptionenrbReplaceCaption	deu	überschreiben	date20030218
L_ImportFormgrbxOptionenrbReplaceCaption	eng	Overwrite	date20030218
L_ImportFormgrbxOptionenrbReplaceCaption	plk	überschreiben	date20030218
L_ImportFormgrbxOptionenrbReplaceCaption	spa	Sobreescribir	date20030218
L_ImportFormGroupBox1btnDateiQueryCaption	deu	Datei wählen	date20030218
L_ImportFormGroupBox1btnDateiQueryCaption	eng	Select file	date20030218
L_ImportFormGroupBox1btnDateiQueryCaption	plk	Datei wählen	date20030218
L_ImportFormGroupBox1btnDateiQueryCaption	spa	Elegir archivo	date20030218
L_ImportFormGroupBox1Caption	deu	Datenquelle	date20030218
L_ImportFormGroupBox1Caption	eng	Data source	date20030218
L_ImportFormGroupBox1Caption	plk	Datenquelle	date20030218
L_ImportFormGroupBox1Caption	spa	Fuente de datos	date20030218
L_ImportFormGroupBox1Hint	deu	Datei und Datenquellenformat wählen 	date20030218
L_ImportFormGroupBox1Hint	eng	Select file and format of data source	date20030218
L_ImportFormGroupBox1Hint	plk	Datei und Datenquellenformat wählen 	date20030218
L_ImportFormGroupBox1Hint	spa	Seleccionar archivo y formato de fuente de dato	date20030218
L_ImportFormGroupBox1lblImportTabelleCaption	deu	<keine Auswahl>	date20030218
L_ImportFormGroupBox1lblImportTabelleCaption	eng	<No data source chosen>	date20030218
L_ImportFormGroupBox1lblImportTabelleCaption	plk	<keine Auswahl>	date20030218
L_ImportFormGroupBox1lblImportTabelleCaption	spa	<No fuente seleccionada>	date20030218
L_ImportFormlbImportZuordHint	deu	Doppelklick um Ausdruckseditor zu öffnen	date20030218
L_ImportFormlbImportZuordHint	eng	Double click to open expression editor	date20030218
L_ImportFormlbImportZuordHint	plk	Doppelklick um Ausdruckseditor zu öffnen	date20030218
L_ImportFormlbImportZuordHint	spa	Clic doble para abrir editor de expresión	date20030218
L_ImportFormlblImportCaption	deu	Für den Import ausgewählte Felder oder Ausdruck:	date20030218
L_ImportFormlblImportCaption	eng	Fields or expressions for the import:	date20030218
L_ImportFormlblImportCaption	plk	Für den Import ausgewählte Felder oder Ausdruck:	date20030218
L_ImportFormlblImportCaption	spa	Campos o expresiones seleccionados para la importación: 	date20030218
L_ImportFormlblImportDateiCaption	deu	Verfügbare Felder in der Datei, aus der importiert werden soll:	date20030218
L_ImportFormlblImportDateiCaption	eng	Available fields in your data source chosen:	date20030218
L_ImportFormlblImportDateiCaption	plk	Verfügbare Felder in der Datei, aus der importiert werden soll:	date20030218
L_ImportFormlblImportDateiCaption	spa	Campos disponibles en su fuente seccionada:	date20030218
L_ImportFormlblKatalogCaption	deu	Zielfelder in der Katalogdatei:	date20030218
L_ImportFormlblKatalogCaption	eng	Target fields in #13#10GS ShopBuilder:	date20030218
L_ImportFormlblKatalogCaption	plk	Zielfelder in der Katalogdatei:	date20030218
L_ImportFormlblKatalogCaption	spa	Campos de meta en #13#10GS ShopBuilder:	date20030218
L_ImportFormlblKatalogDateiCaption	deu	Verfügbare Felder in der Katalogdatei:	date20030218
L_ImportFormlblKatalogDateiCaption	eng	Available fields in #13#10GS ShopBuilder catalog:	date20030218
L_ImportFormlblKatalogDateiCaption	plk	Verfügbare Felder in der Katalogdatei:	date20030218
L_ImportFormlblKatalogDateiCaption	spa	Campos disponibles en #13#10GS ShopBuilder catálogo:	date20030218
L_ImportFormpopupMenuZuordnungenAusdruckeingeben1Caption	deu	Ausdruck eingeben...	date20030218
L_ImportFormpopupMenuZuordnungenAusdruckeingeben1Caption	eng	Enter expression...	date20030218
L_ImportFormpopupMenuZuordnungenAusdruckeingeben1Caption	plk	Ausdruck eingeben...	date20030218
L_ImportFormpopupMenuZuordnungenAusdruckeingeben1Caption	spa	Entrar expresión...	date20030218
L_ImportFormpopupMenuZuordnungenLschen1Caption	deu	Löschen	date20030218
L_ImportFormpopupMenuZuordnungenLschen1Caption	eng	Delete	date20030218
L_ImportFormpopupMenuZuordnungenLschen1Caption	plk	Löschen	date20030218
L_ImportFormpopupMenuZuordnungenLschen1Caption	spa	Eliminar	date20030218
L_ImportFormRadioButton1Caption	deu	alle importieren	date20030218
L_ImportFormRadioButton1Caption	eng	Import all	date20030218
L_ImportFormRadioButton1Caption	plk	alle importieren	date20030218
L_ImportFormRadioButton1Caption	spa	Importar todo 	date20030218
L_ImportFormRadioButton2Caption	deu	WG, Artikelnummer 	date20030218
L_ImportFormRadioButton2Caption	eng	Category, item number	date20030218
L_ImportFormRadioButton2Caption	plk	WG, Artikelnummer 	date20030218
L_ImportFormRadioButton2Caption	spa	categoría, número de artículo 	date20030218
L_ImportFormRadioButton3Caption	deu	WG, Art.-Bezeichnung	date20030218
L_ImportFormRadioButton3Caption	eng	Category, product description	date20030218
L_ImportFormRadioButton3Caption	plk	WG, Art.-Bezeichnung	date20030218
L_ImportFormRadioButton3Caption	spa	Categoría, descripción de producto	date20030218
L_ImportFormRadioButton4Caption	deu	nur Artikelnummer	date20030218
L_ImportFormRadioButton4Caption	eng	Item number only	date20030218
L_ImportFormRadioButton4Caption	plk	nur Artikelnummer	date20030218
L_ImportFormRadioButton4Caption	spa	Solo número de artículo 	date20030218
L_ImportFormsbAddFieldHint	deu	Add destination field	date20030218
L_ImportFormsbAddFieldHint	eng	Add destination field	date20030218
L_ImportFormsbAddFieldHint	plk	Add destination field	date20030218
L_ImportFormsbAddFieldHint	spa	Add destination field	date20030218
L_ImportFormsbAddImportHint	deu	Add field from import file	date20030218
L_ImportFormsbAddImportHint	eng	Add field from import file	date20030218
L_ImportFormsbAddImportHint	plk	Add field from import file	date20030218
L_ImportFormsbAddImportHint	spa	Add field from import file	date20030218
L_ImportFormUnterscheidungCaption	deu	Unterscheidung	date20030218
L_ImportFormUnterscheidungCaption	eng	Difference	date20030218
L_ImportFormUnterscheidungCaption	plk	Unterscheidung	date20030218
L_ImportFormUnterscheidungCaption	spa	Diferencia	date20030218
L_ImportV1FormbtnCancelCaption	deu	Schliessen	date20030218
L_ImportV1FormbtnCancelCaption	eng	Close	date20030218
L_ImportV1FormbtnCancelCaption	plk	Schliessen	date20030218
L_ImportV1FormbtnCancelCaption	spa	Cerrar	date20030218
L_ImportV1FormbtnDurchsuchenCaption	deu	...	date20030218
L_ImportV1FormbtnDurchsuchenCaption	eng	...	date20030218
L_ImportV1FormbtnDurchsuchenCaption	plk	...	date20030218
L_ImportV1FormbtnDurchsuchenCaption	spa	...	date20030218
L_ImportV1FormbtnImportstartenCaption	deu	Import starten	date20030218
L_ImportV1FormbtnImportstartenCaption	eng	Start import	date20030218
L_ImportV1FormbtnImportstartenCaption	plk	Import starten	date20030218
L_ImportV1FormbtnImportstartenCaption	spa	Iniciar importación 	date20030218
L_ImportV1FormCaption	deu	Import aus GS ShopBuilder Pro 1.x	date20030218
L_ImportV1FormCaption	eng	Import from GS ShopBuilder Pro 1.x	date20030218
L_ImportV1FormCaption	plk	Import aus GS ShopBuilder Pro 1.x	date20030218
L_ImportV1FormCaption	spa	Importación de GS ShopBuilder Pro 1.x	date20030218
L_ImportV1FormdlgOeffneImportDateiTitle	deu	Katalog-Datei suchen	date20030218
L_ImportV1FormdlgOeffneImportDateiTitle	eng	Search catalog file	date20030218
L_ImportV1FormdlgOeffneImportDateiTitle	plk	Katalog-Datei suchen	date20030218
L_ImportV1FormdlgOeffneImportDateiTitle	spa	Buscar archivo de catálogo	date20030218
L_ImportV1FormlblPfadCaption	deu	Datei mit der Katalog-Datenbank Ihres GS ShopBuilder Pro Version 1.x,#13#10(z.B. c:\programme\gssbpro\data\katalog.db):	date20030218
L_ImportV1FormlblPfadCaption	eng	File with catalog database of your GS ShopBuilder Pro Version 1.x,#13#10(z.B. c:\program files\gssbpro\data\katalog.db):	date20030218
L_ImportV1FormlblPfadCaption	plk	Datei mit der Katalog-Datenbank Ihres GS ShopBuilder Pro Version 1.x,#13#10(z.B. c:\programme\gssbpro\data\katalog.db):	date20030218
L_ImportV1FormlblPfadCaption	spa	Archivo con banco de datos de catálogo de su GS ShopBuilder Pro Version 1.x,#13#10(p.ej. c:\archivos de programa \gssbpro\datos\catálogo.db):	date20030218
L_ImportV1StdFormbtnCancelCaption	deu	Schliessen	date20030218
L_ImportV1StdFormbtnCancelCaption	eng	Close	date20030218
L_ImportV1StdFormbtnCancelCaption	plk	Schliessen	date20030218
L_ImportV1StdFormbtnCancelCaption	spa	Cerrar	date20030218
L_ImportV1StdFormbtnDurchsuchenCaption	deu	...	date20030218
L_ImportV1StdFormbtnDurchsuchenCaption	eng	...	date20030218
L_ImportV1StdFormbtnDurchsuchenCaption	plk	...	date20030218
L_ImportV1StdFormbtnDurchsuchenCaption	spa	...	date20030218
L_ImportV1StdFormbtnImportstartenCaption	deu	Import starten	date20030218
L_ImportV1StdFormbtnImportstartenCaption	eng	Start import	date20030218
L_ImportV1StdFormbtnImportstartenCaption	plk	Import starten	date20030218
L_ImportV1StdFormbtnImportstartenCaption	spa	Iniciar importación 	date20030218
L_ImportV1StdFormCaption	deu	Import aus GS ShopBuilder Standard 1.x	date20030218
L_ImportV1StdFormCaption	eng	Import from GS ShopBuilder Standard 1.x	date20030218
L_ImportV1StdFormCaption	plk	Import aus GS ShopBuilder Standard 1.x	date20030218
L_ImportV1StdFormCaption	spa	Importación de GS ShopBuilder Standard 1.x	date20030218
L_ImportV1StdFormdlgOeffneImportDateiTitle	deu	GS ShopBuilder 1 Daten suchen	date20030218
L_ImportV1StdFormdlgOeffneImportDateiTitle	eng	Search GS ShopBuilder 1 files	date20030218
L_ImportV1StdFormdlgOeffneImportDateiTitle	plk	GS ShopBuilder 1 Daten suchen	date20030218
L_ImportV1StdFormdlgOeffneImportDateiTitle	spa	Buscar archivos de GS ShopBuilder 1	date20030218
L_ImportV1StdFormlblPfadCaption	deu	Datei mit der Katalog-Datenbank Ihres GS ShopBuilder Standard Version 1.x,#13#10(z.B. c:\programme\GS Software\GS ShopBuilder\data\katalog.db):	date20030218
L_ImportV1StdFormlblPfadCaption	eng	File with catalog database of your GS ShopBuilder Standard Version 1.x,#13#10(z.B. c:\program files\GS Software\GS ShopBuilder\data\katalog.db):	date20030218
L_ImportV1StdFormlblPfadCaption	plk	Datei mit der Katalog-Datenbank Ihres GS ShopBuilder Standard Version 1.x,#13#10(z.B. c:\programme\GS Software\GS ShopBuilder\data\katalog.db):	date20030218
L_ImportV1StdFormlblPfadCaption	spa	Archivo con banco de datos de catálogo de su GS ShopBuilder Standard Version 1.x,#13#10(p.ej. c:\archivos de programa\GS Software\GS ShopBuilder\datos\catálogo.db):	date20030218
L_JpegPreviewFormCaption	deu	JPEG Vorschau	date20030218
L_JpegPreviewFormCaption	eng	JPEG preview	date20030218
L_JpegPreviewFormCaption	plk	JPEG Vorschau	date20030218
L_JpegPreviewFormCaption	spa	JPEG vista preliminar	date20030218
L_JpegPreviewFormPanel2Button1Caption	deu	OK	date20030218
L_JpegPreviewFormPanel2Button1Caption	eng	OK	date20030218
L_JpegPreviewFormPanel2Button1Caption	plk	OK	date20030218
L_JpegPreviewFormPanel2Button1Caption	spa	OK	date20030218
L_JpegPreviewFormPanel2Button2Caption	deu	Abbrechen	date20030218
L_JpegPreviewFormPanel2Button2Caption	eng	Cancel	date20030218
L_JpegPreviewFormPanel2Button2Caption	plk	Abbrechen	date20030218
L_JpegPreviewFormPanel2Button2Caption	spa	Cancelar	date20030218
L_JpegPreviewFormPanel2Label1Caption	deu	JPEG Qualität:	date20030218
L_JpegPreviewFormPanel2Label1Caption	eng	JPEG quality:	date20030218
L_JpegPreviewFormPanel2Label1Caption	plk	JPEG Qualität:	date20030218
L_JpegPreviewFormPanel2Label1Caption	spa	JPEG calidad:	date20030218
L_JpegPreviewFormPanel2Label2Caption	deu	Zoom:	date20030218
L_JpegPreviewFormPanel2Label2Caption	eng	Zoom:	date20030218
L_JpegPreviewFormPanel2Label2Caption	plk	Zoom:	date20030218
L_JpegPreviewFormPanel2Label2Caption	spa	Zoom:	date20030218
L_MeldButton1Caption	deu	Schließen	date20030218
L_MeldButton1Caption	eng	Close	date20030218
L_MeldButton1Caption	plk	Schließen	date20030218
L_MeldButton1Caption	spa	Cerrar	date20030218
L_MeldCaption	deu	System-Meldungen	date20030218
L_MeldCaption	eng	System messages	date20030218
L_MeldCaption	plk	System-Meldungen	date20030218
L_MeldCaption	spa	Noticias de sistema 	date20030218
L_msgAb                                   	deu	 ab!	date20030218
L_msgAb                                   	eng	 !	date20030218
L_msgAb                                   	plk	 ab!	date20030218
L_msgAb                                   	spa	 !	date20030218
L_msgAbortImport               	deu	Wollen Sie den Import wirklich abbrechen ?	date20030218
L_msgAbortImport               	eng	Do you really want to abort import ?	date20030218
L_msgAbortImport               	plk	Wollen Sie den Import wirklich abbrechen ?	date20030218
L_msgAbortImport               	spa	¿Vd. de verdad quiere cancelar la importación?	date20030218
L_msgAccessFilter               	deu	Access Dateien (*.mdb)|*.MDB|Alle Dateien (*.*)|*.*	date20030218
L_msgAccessFilter               	eng	Access Files (*.mdb)|*.MDB|All Files (*.*)|*.*	date20030218
L_msgAccessFilter               	plk	Access Dateien (*.mdb)|*.MDB|Alle Dateien (*.*)|*.*	date20030218
L_msgAccessFilter               	spa	Archivos de Access (*.mdb)|*.MDB|Todos archivos (*.*)|*.*	date20030218
L_msgAccessNotInstalled     	deu	Access 97-Installation nicht gefunden	date20030218
L_msgAccessNotInstalled     	eng	Access 97-Installation not found	date20030218
L_msgAccessNotInstalled     	plk	Access 97-Installation nicht gefunden	date20030218
L_msgAccessNotInstalled     	spa	Access 97 instalación no encontrada	date20030218
L_msgActive                        	deu	Aktiv	date20030218
L_msgActive                        	eng	Active	date20030218
L_msgActive                        	plk	Aktiv	date20030218
L_msgActive                        	spa	Activo	date20030218
L_msgAllGroups                        	deu	Alle Warengruppen	date20030218
L_msgAllGroups                        	eng	All categories	date20030218
L_msgAllGroups                        	plk	Alle Warengruppen	date20030218
L_msgAllGroups                        	spa	Todas categorías	date20030218
L_msgAllGroups                          	deu	Alle Warengruppen	date20030218
L_msgAllGroups                          	eng	All categories	date20030218
L_msgAllGroups                          	plk	Alle Warengruppen	date20030218
L_msgAllGroups                          	spa	Todas categorías	date20030218
L_msgApplyCaption                   	deu	&Bild übernehmen	date20030218
L_msgApplyCaption                   	eng	&Accept image	date20030218
L_msgApplyCaption                   	plk	&Bild übernehmen	date20030218
L_msgApplyCaption                   	spa	&Aceptar imagen	date20030218
L_msgAttribute1                  	deu	Attribut1	date20030218
L_msgAttribute1                  	eng	Attribut1	date20030218
L_msgAttribute1                  	plk	Attribut1	date20030218
L_msgAttribute1                  	spa	Attribut1	date20030218
L_msgAttribute2                  	deu	Attribut2	date20030218
L_msgAttribute2                  	eng	Attribut2	date20030218
L_msgAttribute2                  	plk	Attribut2	date20030218
L_msgAttribute2                  	spa	Attribut2	date20030218
L_msgAttribute3                  	deu	Attribut3	date20030218
L_msgAttribute3                  	eng	Attribut3	date20030218
L_msgAttribute3                  	plk	Attribut3	date20030218
L_msgAttribute3                  	spa	Attribut3	date20030218
L_msgBigImgLink                 	deu	Link zum großen Bild	date20030218
L_msgBigImgLink                 	eng	Big Image link	date20030218
L_msgBigImgLink                 	plk	Link zum großen Bild	date20030218
L_msgBigImgLink                 	spa	Link a imagen grande	date20030218
L_msgBigImgName               	deu	Dateiname großes Bild	date20030218
L_msgBigImgName               	eng	Big image file name	date20030218
L_msgBigImgName               	plk	Dateiname großes Bild	date20030218
L_msgBigImgName               	spa	Nombre de archivo de imagen grande	date20030218
L_msgCancel                       	deu	Abbruch	date20030218
L_msgCancel                       	eng	Cancel	date20030218
L_msgCancel                       	plk	Abbruch	date20030218
L_msgCancel                       	spa	Cancelar	date20030218
L_msgCannot                       	deu	 kann nicht nach 	date20030218
L_msgCannot                       	eng	 cannot be copied to	date20030218
L_msgCannot                       	plk	 kann nicht nach 	date20030218
L_msgCannot                       	spa	¡no se puede copiar a!	date20030218
L_msgCannot2                     	deu	 kopiert werden !	date20030218
L_msgCannot2                     	eng	  !	date20030218
L_msgCannot2                     	plk	 kopiert werden !	date20030218
L_msgCannot2                     	spa	  !	date20030218
L_msgCatalogue                  	deu	Katalog	date20030218
L_msgCatalogue                  	eng	Catalog	date20030218
L_msgCatalogue                  	plk	Katalog	date20030218
L_msgCatalogue                  	spa	Catálogo	date20030218
L_msgCategoryExists                 	deu	Eine Warengruppe mit diesem Namen existiert bereits.	date20030218
L_msgCategoryExists                 	eng	This category name is already used.	date20030218
L_msgCategoryExists                 	plk	Eine Warengruppe mit diesem Namen existiert bereits.	date20030218
L_msgCategoryExists                 	spa	Ya existe este nombre de categoría.	date20030218
L_msgChainError                          	deu	Fehlerhaft verkettete Warengruppe 	date20030218
L_msgChainError                          	eng	Category is not properly linked 	date20030218
L_msgChainError                          	plk	Fehlerhaft verkettete Warengruppe 	date20030218
L_msgChainError                          	spa	Categoría no esta enlazada correctamente.  	date20030218
L_msgChangeDir                      	deu	Verzeichnis wechseln	date20030218
L_msgChangeDir                      	eng	Change directory	date20030218
L_msgChangeDir                      	plk	Verzeichnis wechseln	date20030218
L_msgChangeDir                      	spa	Cambiar directorio	date20030218
L_msgCheckAborted            	deu	Vorgang abgebrochen!	date20030218
L_msgCheckAborted            	eng	Process canceled!	date20030218
L_msgCheckAborted            	plk	Vorgang abgebrochen!	date20030218
L_msgCheckAborted            	spa	¡Proceso cancelado!	date20030218
L_msgCheckCatalogue              	deu	Katalog-Datenbank wir geprüft...	date20030218
L_msgCheckCatalogue              	eng	Checking catalog database ...	date20030218
L_msgCheckCatalogue              	plk	Katalog-Datenbank wir geprüft...	date20030218
L_msgCheckCatalogue              	spa	Examinando banco de datos de catálogo ...	date20030218
L_msgCheckComplete                 	deu	Datenbankprüfung abgeschlossen.	date20030218
L_msgCheckComplete                 	eng	The checking process is finished.	date20030218
L_msgCheckComplete                 	plk	Datenbankprüfung abgeschlossen.	date20030218
L_msgCheckComplete                 	spa	Examinación finalizada.	date20030218
L_msgCheckGroups              	deu	Warengruppen-Datenbank wir geprüft...	date20030218
L_msgCheckGroups              	eng	Checking category database...	date20030218
L_msgCheckGroups              	plk	Warengruppen-Datenbank wir geprüft...	date20030218
L_msgCheckGroups              	spa	Examinando banco de datos de categorías...	date20030218
L_msgCheckingImages         	deu	Bildverzeichnisse werden überprüft....	date20030218
L_msgCheckingImages         	eng	Checking image directories....	date20030218
L_msgCheckingImages         	plk	Bildverzeichnisse werden überprüft....	date20030218
L_msgCheckingImages         	spa	Examinando directorios de imágenes	date20030218
L_msgCheckNoError                  	deu	Datenbankprüfung abgeschlossen. Keine Fehler festgestellt.	date20030218
L_msgCheckNoError                  	eng	Database checking process finished. No errors were found.	date20030218
L_msgCheckNoError                  	plk	Datenbankprüfung abgeschlossen. Keine Fehler festgestellt.	date20030218
L_msgCheckNoError                  	spa	Examinación de banco de datos finalizada. No errores. 	date20030218
L_msgCompressError                   	deu	Fehler in der komprimierten Datei	date20030218
L_msgCompressError                   	eng	Error in the compressed file	date20030218
L_msgCompressError                   	plk	Fehler in der komprimierten Datei	date20030218
L_msgCompressError                   	spa	Error en archivo comprimido	date20030218
L_msgConfigFilter                	deu	Importkonfigurationen|*.sbi	date20030218
L_msgConfigFilter                	eng	Importconfigurations|*.sbi	date20030218
L_msgConfigFilter                	plk	Importkonfigurationen|*.sbi	date20030218
L_msgConfigFilter                	spa	Configuraciones de importación|*.sbi	date20030218
L_msgConnected                      	deu	Verbunden	date20030218
L_msgConnected                      	eng	Connected	date20030218
L_msgConnected                      	plk	Verbunden	date20030218
L_msgConnected                      	spa	Conectado	date20030218
L_msgConnectionFailed                	deu	Verbindung fehlgeschlagen	date20030218
L_msgConnectionFailed                	eng	Connection failed	date20030218
L_msgConnectionFailed                	plk	Verbindung fehlgeschlagen	date20030218
L_msgConnectionFailed                	spa	Conección fracasada	date20030218
L_msgConnectionLost                 	deu	Verbindung zum Host verloren	date20030218
L_msgConnectionLost                 	eng	Connection to web server lost	date20030218
L_msgConnectionLost                 	plk	Verbindung zum Host verloren	date20030218
L_msgConnectionLost                 	spa	Perdida conección a web server 	date20030218
L_msgCorrected                      	deu	Fehler korrigiert.	date20030218
L_msgCorrected                      	eng	Error corrected.	date20030218
L_msgCorrected                      	plk	Fehler korrigiert.	date20030218
L_msgCorrected                      	spa	Error corregido.	date20030218
L_msgCreateQuery               	deu	Abfrage erstellen	date20030218
L_msgCreateQuery               	eng	Create query	date20030218
L_msgCreateQuery               	plk	Abfrage erstellen	date20030218
L_msgCreateQuery               	spa	Crear búsqueda	date20030218
L_msgCSVFilter                     	deu	CSV Dateien (*.csv)|*.CSV|Alle Dateien (*.*)|*.*	date20030218
L_msgCSVFilter                     	eng	CSV Files (*.csv)|*.CSV|All files (*.*)|*.*	date20030218
L_msgCSVFilter                     	plk	CSV Dateien (*.csv)|*.CSV|Alle Dateien (*.*)|*.*	date20030218
L_msgCSVFilter                     	spa	CSV Archivos (*.csv)|*.CSV|Todos archivos (*.*)|*.*	date20030218
L_msgDatabase                   	deu	Datenbank 	date20030218
L_msgDatabase                   	eng	Database 	date20030218
L_msgDatabase                   	plk	Datenbank 	date20030218
L_msgDatabase                   	spa	Banco de datos	date20030218
L_msgDatabaseError             	deu	Datenbankfehler: 	date20030218
L_msgDatabaseError             	eng	Database error: 	date20030218
L_msgDatabaseError             	plk	Datenbankfehler: 	date20030218
L_msgDatabaseError             	spa	Error de banco de datos:	date20030218
L_msgDatabaseError2            	deu	Allgemeiner Datenbankfehler beim Umbenennen	date20030218
L_msgDatabaseError2            	eng	General database error within renaming 	date20030218
L_msgDatabaseError2            	plk	Allgemeiner Datenbankfehler beim Umbenennen	date20030218
L_msgDatabaseError2            	spa	Error general de banco de datos en renombrar 	date20030218
L_msgDbaseFilter                  	deu	dBase Dateien (*.dbf)|*.DBF|Alle Dateien (*.*)|*.*	date20030218
L_msgDbaseFilter                  	eng	dBase Files (*.dbf)|*.DBF|All files (*.*)|*.*	date20030218
L_msgDbaseFilter                  	plk	dBase Dateien (*.dbf)|*.DBF|Alle Dateien (*.*)|*.*	date20030218
L_msgDbaseFilter                  	spa	dBase Archivos (*.dbf)|*.DBF|Todos archivos (*.*)|*.*	date20030218
L_msgDeleteAllFiles                  	deu	Sollen wirklich alle Dateien des Onlineshops auf dem Webserver gelöscht werden?	date20030218
L_msgDeleteAllFiles                  	eng	Do you want to delete all files of the shop on the web server ?	date20030218
L_msgDeleteAllFiles                  	plk	Sollen wirklich alle Dateien des Onlineshops auf dem Webserver gelöscht werden?	date20030218
L_msgDeleteAllFiles                  	spa	¿Vd. en verdad quiere eliminar todos los archivos del shop en el web server ?	date20030218
L_msgDeleteAllGroups         	deu	Diese Warengruppe mit allen Unterwarengruppen wirklich löschen?	date20030218
L_msgDeleteAllGroups         	eng	Do you want to remove this category and all the subcategories?	date20030218
L_msgDeleteAllGroups         	plk	Diese Warengruppe mit allen Unterwarengruppen wirklich löschen?	date20030218
L_msgDeleteAllGroups         	spa	¿Vd. quiere eliminar esta categoría y todas las subcategorías?	date20030218
L_msgDeleteAttribute           	deu	Attributliste wirklich löschen?	date20030218
L_msgDeleteAttribute           	eng	Do you want to delete the attribute list?	date20030218
L_msgDeleteAttribute           	plk	Attributliste wirklich löschen?	date20030218
L_msgDeleteAttribute           	spa	¿Vd. quiere eliminar la lista de atributos?	date20030218
L_msgDeleteContent            	deu	Diesen Content löschen?	date20030218
L_msgDeleteContent            	eng	Do you want to delete this content?	date20030218
L_msgDeleteContent            	plk	Diesen Content löschen?	date20030218
L_msgDeleteContent            	spa	¿Vd. quiere eliminar este content?	date20030218
L_msgDeleteGroup               	deu	Diese Warengruppe wirklich löschen?	date20030218
L_msgDeleteGroup               	eng	Do you want to delete this category?	date20030218
L_msgDeleteGroup               	plk	Diese Warengruppe wirklich löschen?	date20030218
L_msgDeleteGroup               	spa	¿Vd. quiere eliminar esta categoría?	date20030218
L_msgDeleteImages             	deu	Wollen Sie wirklich alle markierten Dateien löschen?	date20030218
L_msgDeleteImages             	eng	Do you want to delete all marked files?	date20030218
L_msgDeleteImages             	plk	Wollen Sie wirklich alle markierten Dateien löschen?	date20030218
L_msgDeleteImages             	spa	¿Vd. quiere eliminar todos los archivos marcados?	date20030218
